AKU89597.1,AAU05358.1,AAS99314.1,AAS99260.1,AAS99279.1,AAS99258.1,AKU89601.1,ACB55311.1,AAS99310.1,AGA15924.1,AAS99301.1,AAS99288.1,AAZ79676.1,AAS99307.1,YP_077183.1,ACB55317.1,AAS99300.1,ACB55304.1,AAO88194.1,AAO88183.1,AAS99298.1,AHK22793.1,AAS99243.1,AAO88200.1,YP_077178.1,AKU89600.1,AAO88201.1,AAU05372.1,AAS99308.1,AAS99241.1,AAS99287.1,AAS99262.1,AAU05360.1,ACB55301.1,AAS99249.1,AAS99289.1,AAS99251.1,AKU89602.1,AAS99275.1,AAS99268.1,AAO88188.1,AAS99296.1,ACB55310.1,AAS99257.1,YP_680426.1,ACB55305.1,AAO88203.1,ACB55312.1,AAB95452.1,AAS99313.1,AAO88184.1,AAU05368.1,AAO88187.1,AAS99286.1,AAT48615.1,AAT48613.1,AAS99259.1,AAS99283.1,AAS99245.1,AAS99311.1,AAS99264.1,NP_043941.1,AAS99248.1,AAO88198.1,AAS99290.1,AAO88189.1,AAS99261.1,AAR07955.1,AAO88205.1,AAS99276.1,AAS99297.1,AAS99239.1,AAS99253.1,AKU89596.1,AAS99277.1,AAS99247.1,AKU89598.1,AAS99305.1,AAO88202.1,AAS99242.1,AAS99255.1,AAO88199.1,AAU05362.1,AAS99238.1,ACB55315.1,AAS99280.1,AAO88191.1,AAS99294.1,AOL02447.1,AAS99269.1,AAO88197.1,AKU89603.1,ABA71699.1,AAO88208.1,ACB55313.1,pdb|4IOV|A,AAS99285.1,AAO88185.1,AAU05370.1,AAO88206.1,AAT46339.1,AGA15925.1,AAS99306.1,ACB55306.1,ACB55309.1,AAS99278.1,AAS99274.1,AKU89599.1,AAS99271.1,YP_077180.1,AAT46337.1,AAO88186.1,AAU05364.1,AAS99284.1,AAS99282.1,AAS99265.1,3J1Q_A,AGA15926.1,AAO88193.1,AAO88190.1,NP_049542.1,AAS99312.1,AAS99309.1,AAO88196.1,AAS99254.1,ABA71701.1,AAS99250.1,ACB55307.1,AAS99246.1,AAS99293.1,ACB55308.1,AAO88207.1,AAS99270.1,AKU89595.1,AAS99302.1,AAS99240.1,ACB55302.1,NP_044927.1,AAS99263.1,ABI16639.1,AAS99252.1,AAS99291.1,ACB55303.1,AAS99266.1,AGA15927.1,YP_068409.1,AAS99281.1,AAO88209.1,AAS99304.1,AAS99273.1,ACB55314.1,AAO88204.1,AAB95450.1,AAS99303.1,AAS99256.1,AAO88192.1,AAS99292.1,AAS99267.1,AAZ79672.1,APD78414.1,AAU05371.1,AAO88195.1,ABZ10812.1,AAS99299.1,AAS99295.1,ACB55316.1,AAS99244.1
2001,3068,2449,2592,3140,1892,1795,1873,2954,1944,2404,1854,383,2602,350,2064,2663,2351,1598,2064,3158,366,1781,1905,1651,1985,1884,3083,2643,2049,2586,2824,3027,2140,1809,1874,1783,2493,3054,2446,533,1793,1976,1673,3288,1506,1505,1749,2351,2721,1706,3043,430,1615,350,263,1839,3221,1792,1730,1586,2350,1720,1814,1816,532,2527,347,1377,2505,3009,2047,1887,2059,2690,1889,1950,0,1609,1746,1842,1631,3146,2085,1892,2359,1646,1890,585,2974,1669,2504,2005,1789,1876,573,1876,1746,2702,1591,573,1920,1645,1631,2117,3124,2863,1961,2666,1792,1876,1733,3216,3221,1644,2397,2253,344,1843,1877,1976,1709,3250,1618,1870,1983,1887,3280,1832,3017,2074,2301,2652,2093,2582,2074,2149,585,3227,609,1783,1821,2149,2667,1808,349,1644,1844,3065,2916,1884,1475,2140,3116,1668,1607,2041,1743,530,2140,3056,1905,2442,3008,3190,1875,1876
2142,1722,1467,1656,1610,2162,2454,2138,1531,1387,1472,2116,371,1582,306,1795,1705,1918,3006,1795,1685,322,2123,2277,2271,2036,2180,1722,1639,1825,1622,1705,1698,1968,2031,2196,2031,2011,1722,1521,582,1940,2055,1979,1746,3008,2987,2548,1652,1712,2439,1715,478,1856,306,231,2058,1689,2169,2099,1678,1643,1962,2109,2152,582,1663,356,2792,1640,1567,2077,2171,2243,1592,1950,2173,1609,0,2020,2074,3196,1746,2119,2202,1433,2315,1709,663,1661,2229,2043,2058,2149,2205,623,2214,2509,1710,2215,623,1435,1904,3204,2063,1661,1522,2216,1337,2161,2213,2515,1746,1689,1658,1490,1979,357,2108,2172,2055,2077,1714,2447,2064,2084,2056,1746,2131,1693,2063,1877,1711,2081,1590,2117,1977,631,1746,665,2119,1819,1977,1641,1609,372,1658,2129,1694,1630,2109,2974,1968,1682,1863,3056,2027,1926,501,1968,1693,2286,1657,1526,1746,2094,2214
2628,1739,1455,1718,1747,2138,2311,2968,1571,1420,1503,2942,376,1654,288,2161,1737,1883,2121,2161,1741,295,2848,3064,2205,2498,3222,1739,1708,2149,1669,1737,1715,2017,2676,2924,2611,2292,1739,1580,623,1825,1958,2590,1842,1904,1883,2156,1655,1784,2047,1730,519,2393,288,205,2670,1785,2488,2786,1826,1646,2565,3172,2902,623,1764,310,1728,1675,1663,2582,2130,2545,1559,2486,2717,1746,2020,0,2685,2028,1763,2580,2151,1500,2356,1550,524,1676,2689,2092,1987,3107,2955,664,2964,2140,1772,2107,664,1420,3248,2028,1780,1757,1539,2902,1374,2484,2964,2140,1842,1785,1804,1532,2158,318,2938,3187,1958,2797,1842,2605,2633,1965,2640,1842,2078,1724,1780,1842,1773,2346,1708,2568,2026,563,1842,474,2104,1793,2026,1746,1596,332,1804,3189,1654,1726,2707,1869,2017,1723,2269,2157,1744,3180,456,2017,1732,3136,1809,1634,1832,2706,2882
2756,2008,1536,1806,1797,2268,2440,2786,1702,1431,1591,2939,341,1742,319,2319,1825,2044,2171,2316,1832,326,2779,2643,2280,2639,2826,2008,1810,2311,1759,1825,1984,2105,3284,2918,3275,2358,2008,1668,699,1844,1976,3084,1937,1954,1933,2210,1865,1872,2101,1988,595,2959,319,236,3367,1880,2718,2779,1897,1855,3257,2741,2899,699,1828,358,1785,1763,1757,2561,2263,2595,1829,3142,2873,1842,2074,2685,0,2082,2032,2633,2285,1588,2227,1524,618,1945,2348,2242,2005,2785,2952,740,2961,2194,1860,2211,740,1485,2567,2082,1798,1852,1808,3076,1643,2714,2961,2194,1937,1880,1877,1629,2412,288,2774,2768,1976,2790,1937,2254,3297,1983,3286,1937,2212,1819,1798,2003,1861,2489,1746,2622,2114,644,1937,553,2192,1818,2114,1834,1647,299,1853,2772,1828,1916,3371,1922,2105,1818,2713,2210,1765,2551,462,2105,1906,2702,1901,1695,1927,3370,2947
2150,1744,1489,1678,1628,2338,2630,2146,1553,1371,1494,2124,371,1604,306,1795,1727,1934,3194,1795,1707,322,2131,2285,2448,2044,2188,1744,1661,1825,1644,1727,1720,1984,2039,2204,2039,2037,1744,1537,582,1956,2071,1987,1768,3196,3175,2736,1678,1734,2627,1737,478,1864,306,231,2066,1711,2177,2107,1686,1669,1970,2117,2160,582,1685,356,2980,1654,1589,2085,2347,2269,1600,1958,2181,1631,3196,2028,2082,0,1768,2127,2378,1441,2334,1717,663,1683,2237,2069,2074,2157,2213,623,2222,2697,1732,2392,623,1419,1912,3392,2079,1683,1544,2224,1359,2169,2221,2703,1768,1711,1666,1512,1987,357,2116,2180,2071,2085,1736,2483,2072,2100,2064,1768,2307,1715,2079,1893,1733,2107,1608,2125,1993,631,1768,665,2296,1835,1993,1663,1593,372,1666,2137,1716,1652,2117,3107,1984,1704,2011,3244,2043,1934,501,1984,1715,2294,1679,1540,1768,2102,2222
2018,3405,2475,2617,3160,1970,1890,1890,3037,1984,2464,2044,392,2628,350,2064,2706,2476,1735,2064,3165,366,1896,1964,1746,2002,1901,3375,2676,2049,2614,2850,3320,2140,1991,2064,1973,2515,3391,2459,553,1784,1976,1863,3282,1643,1642,1827,2466,2764,1772,3352,450,1783,350,263,2013,3215,1965,1920,1616,2452,1910,1831,2006,552,2553,347,1514,2547,3023,2064,1978,2076,3024,2041,1967,3146,1746,1763,2032,1768,0,2176,1983,2375,1654,1892,654,3310,1728,2631,2005,1880,2066,593,2066,1815,2733,1686,593,1977,1662,1768,2160,3140,3200,1978,2955,1965,2066,1811,3260,3215,1674,2411,2439,404,1860,1894,1976,1899,3274,1755,2028,1983,2077,3300,1910,3011,2117,2426,2678,2184,2642,2165,2149,654,3238,652,1874,1821,2149,2643,1847,409,1674,1861,3170,3253,2074,1612,2140,3158,1858,1702,2084,1760,556,2140,3271,1964,2502,3015,3197,2049,2066
2686,2152,1788,1919,2041,2523,2444,2698,1957,1651,1706,2745,391,1855,358,2263,1939,2368,2157,2263,2076,374,2653,2656,2211,2577,2720,2152,1909,2270,1882,2079,2128,2275,2562,2750,2578,2580,2152,1790,669,1978,2111,2467,2181,2000,1979,2272,1953,1985,2163,2143,564,2382,358,273,2617,2124,2530,2591,1890,1944,2512,2645,2707,668,1938,371,1827,1876,2000,3199,2511,2612,1951,2441,2658,2085,2119,2580,2633,2127,2176,0,2536,1707,2125,1713,590,2091,2313,2574,2140,2712,2783,709,2769,2256,1973,2113,709,1651,2464,2127,1988,2096,1952,2737,1787,2545,2769,2256,2181,2124,1854,1687,2257,345,2668,2725,2111,2598,2181,2288,2603,2118,2636,2181,2461,2042,1988,2327,1974,2602,1859,3326,2284,618,2181,588,2398,1933,2284,1947,1827,359,1854,2691,2048,2039,2654,1966,2275,2041,2278,2202,1952,2446,503,2275,2145,2642,1965,1941,2171,2653,2724
2349,1959,1651,1738,1848,3405,2817,2283,1769,1631,1554,2339,389,1664,352,2053,1787,2233,2321,2053,1893,360,2270,2144,2840,2268,2292,1959,1737,2045,1701,1927,1935,2383,2207,2353,2206,2386,1959,1593,699,2082,2219,2112,1988,2251,2230,2590,1777,1794,2481,1959,595,2084,352,256,2265,1931,2253,2213,1743,1768,2173,2215,2299,699,1747,366,2082,1714,1812,2445,3365,2393,1815,2080,2324,1892,2202,2151,2285,2378,1983,2536,0,1521,1972,1792,614,1898,1990,2361,2222,2261,2352,740,2361,2574,1782,2722,740,1664,2035,2379,2041,1903,1759,2339,1594,2250,2361,2574,1988,1931,1723,1591,1975,345,2253,2269,2219,2190,1988,2094,2230,2248,2288,1988,3373,1935,2041,2192,1793,2373,1668,2540,2392,645,1988,555,3204,2062,2392,1756,1841,356,1723,2241,1931,1846,2333,2191,2383,1924,2532,2511,2008,2064,505,2383,1952,2168,1823,1760,1988,2298,2360
1884,2305,2355,2824,2325,1508,1536,1765,2216,1599,2504,1606,390,2787,347,1941,2705,1921,1406,1941,2416,364,1537,1700,1419,1841,1637,2312,2788,1926,2886,2623,2253,1710,1530,1626,1572,2045,2291,2616,523,1416,1607,1499,2472,1316,1315,1542,2289,2855,1509,2298,435,1405,347,258,1551,2423,1583,1547,1509,2308,1454,1634,1569,537,2463,336,1248,2696,2345,1703,1521,1788,2221,1589,1833,2359,1433,1500,1588,1441,2375,1707,1521,0,1457,1601,592,2229,1527,2075,1610,1560,1628,563,1628,1530,2703,1359,563,1555,1448,1441,1791,2337,2103,1715,1860,1583,1628,1516,2433,2423,1567,2601,1933,380,1765,1630,1607,1511,2410,1477,1566,1588,1615,2465,1575,2260,1746,1871,2853,1950,2623,1696,1719,626,2419,644,1433,1462,1719,2741,1444,391,1567,1618,2308,2195,1622,1285,1710,2383,1431,1365,1710,1497,526,1710,2275,1700,2460,2247,2437,1587,1627
2255,1630,1386,1659,1593,1959,2218,2324,1532,1312,1516,2262,357,1649,313,1872,1708,1831,2436,1872,1642,329,2251,2609,2070,2150,2478,1630,1642,1902,1610,1708,1606,1839,2159,2285,2122,1981,1630,1607,535,1647,1780,2094,1733,2176,2155,2185,1556,1715,2076,1623,463,1910,313,239,2230,1721,2213,2202,1617,1547,2164,2427,2263,567,1677,326,2044,1606,1550,2106,1951,2278,1468,2081,2332,1646,2315,2356,2227,2334,1654,2125,1972,1457,0,1557,636,1567,2264,1936,1809,2363,2316,576,2325,2169,1703,2042,576,1366,2238,2342,1788,1648,1430,2359,1223,2208,2325,2152,1733,1721,1595,1454,1965,333,2312,2502,1780,2158,1701,2090,2209,1787,2147,1733,1899,1625,1788,1790,1714,2067,1589,2105,1848,523,1733,663,1874,1730,1848,1644,1541,347,1595,2428,1545,1538,2210,2085,1839,1614,1869,2213,1752,2217,362,1839,1601,2622,1660,1501,1733,2230,2274
1678,1868,1626,1779,1911,1752,1728,1568,1659,1608,1648,1539,364,1718,306,1553,1868,1978,1650,1553,1971,322,1472,1708,1644,1703,1645,1868,1762,1488,1746,1972,1805,2748,1503,1561,1532,2082,1868,1614,492,2681,2887,1436,1971,1592,1591,1781,1595,1851,1760,1856,399,1327,306,219,1517,1916,1572,1520,1542,1586,1420,1573,1511,501,1820,343,1530,1806,1707,1755,1761,1724,1793,1412,1650,1890,1709,1550,1524,1717,1892,1713,1792,1601,1557,0,585,1791,1531,2028,2736,1539,1563,533,1563,1765,1851,1610,533,1540,1434,1717,3097,1843,1666,1643,1444,1570,1563,1772,1928,1916,1598,1646,1815,370,1550,1643,2914,1491,1916,1589,1519,2804,1508,1971,1718,1917,3052,1928,1812,1743,1803,1699,2740,585,1971,609,1691,2739,2757,1780,1826,384,1598,1629,1840,1736,1576,1645,2731,1907,1386,1645,2996,1460,548,2728,1838,1708,1648,1853,1916,1524,1563
618,639,536,604,589,614,634,651,735,607,498,609,272,702,564,618,621,649,665,618,654,593,642,665,649,618,651,639,621,645,568,616,639,630,597,673,632,614,639,618,530,569,600,558,654,518,518,634,532,621,625,639,468,517,564,442,631,654,632,651,556,523,712,648,651,550,594,461,557,614,573,581,601,634,613,614,632,585,663,524,618,663,654,590,614,592,636,585,0,632,562,657,630,651,651,570,651,628,621,648,570,621,509,663,628,608,593,652,426,680,651,634,654,654,570,533,655,436,628,651,600,579,622,645,680,630,618,654,611,638,628,623,604,614,551,590,613,547,654,552,526,599,613,566,619,382,570,651,636,551,632,606,630,645,556,649,628,434,519,630,614,665,556,593,649,632,651
1931,3387,2329,2547,2987,1885,1805,1803,2865,1948,2318,1957,392,2482,343,1977,2559,2358,1704,1977,2993,359,1809,1877,1661,1915,1814,3358,2659,1962,2468,2704,3346,2044,1904,1977,1886,2410,3373,2361,529,1683,1875,1776,3110,1558,1557,1742,2411,2617,1700,3334,426,1696,343,256,1926,3043,1878,1833,1594,2397,1823,1744,1975,528,2407,347,1429,2400,2861,1979,1898,1991,3006,1954,1880,2974,1661,1676,1945,1683,3310,2091,1898,2229,1567,1791,632,0,1643,2524,1909,1793,1979,569,1979,1730,2632,1601,569,1981,1582,1683,2059,2967,3182,1891,3015,1878,1979,1726,3087,3043,1652,2309,2345,381,1773,1807,1875,1812,3101,1688,1941,1887,1990,3127,1825,2839,2016,2308,2532,2079,2495,2080,2044,630,3175,597,1789,1720,2044,2541,1759,386,1652,1774,3008,3237,1987,1527,2044,2986,1771,1617,1983,1673,484,2044,3253,1877,2447,2895,3025,1962,1979
2299,1704,1564,1685,1667,1976,2067,2620,1536,1338,1524,2493,313,1621,210,1829,1704,1851,2084,1829,1706,226,2438,2886,1963,2168,2812,1704,1675,1859,1669,1704,1680,1857,2306,2517,2274,2079,1704,1547,490,1686,1798,2298,1807,2070,2049,2017,1587,1751,1908,1695,386,2182,210,136,2333,1750,2228,2375,1788,1578,2228,2766,2492,490,1702,294,1847,1642,1687,2422,1958,2249,1625,2215,2383,1669,2229,2689,2348,2237,1728,2313,1990,1527,2264,1531,562,1643,0,2024,1827,2697,2545,531,2554,2001,1739,1903,531,1366,2573,2237,1806,1722,1504,2584,1309,2221,2553,2001,1807,1750,1768,1652,2122,337,2590,2781,1798,2387,1775,2724,2339,1805,2303,1807,1916,1790,1806,1810,1740,2033,1625,2302,1866,539,1807,573,1864,1690,1866,1680,1542,351,1768,2760,1719,1612,2370,2076,1857,1786,2092,2136,1770,2503,416,1857,1675,2955,1696,1567,1797,2369,2472
2401,2607,2165,2314,2503,2344,2234,2231,2418,1843,2141,2279,391,2325,356,2092,2398,2797,2026,2092,2527,372,2185,2251,2064,2390,2232,2607,2359,1979,2321,2538,2555,2496,2192,2296,2179,3128,2607,2244,615,2139,2332,2069,2643,1942,1921,2167,2623,2445,2112,2595,510,1989,356,269,2219,2586,2187,2143,1853,2610,2116,2159,2241,614,2398,366,1815,2279,2427,2386,2329,2593,2349,2083,2321,2504,2043,2092,2242,2069,2631,2574,2361,2075,1936,2028,657,2524,2024,0,2361,2201,2292,655,2301,2151,2422,1973,655,1836,1974,2069,2305,2515,2405,2309,2165,2176,2301,2151,2653,2586,1831,2146,2362,394,2201,2225,2332,2130,2611,2051,2194,2339,2245,2643,2286,2482,2260,2747,2413,2794,2319,2563,2505,698,2643,654,2258,2100,2505,2374,2098,405,1831,2183,2513,2494,2280,1913,2496,2508,2047,2028,2227,2085,564,2496,2578,2260,2440,2390,2560,2255,2300
2159,1990,1716,1862,1944,2208,2158,2045,1819,1776,1683,2021,366,1805,311,1997,1955,2186,2029,1997,2023,318,1954,1995,2074,2184,2127,1990,1845,1881,1833,2060,1927,3294,1908,2043,1943,2566,1990,1742,697,3100,3302,1883,2084,1947,1926,2211,1898,1938,2156,1978,594,1786,311,215,1992,2027,2015,1932,1821,1889,1901,2043,1985,698,1906,367,1795,1829,1870,2182,2191,2208,1852,1789,2131,2005,2058,1987,2005,2074,2005,2140,2222,1610,1809,2736,630,1909,1827,2361,0,2012,2036,739,2045,2195,1938,2002,739,1745,1871,2074,3146,1956,1788,2124,1607,2004,2045,2202,2084,2027,1799,1742,1933,360,2015,2125,3325,1908,2084,1833,1931,3434,1989,2084,2148,2031,3101,2136,1937,2227,1811,2126,3260,661,2084,592,2119,2896,3277,1900,2030,375,1799,2078,1953,1877,2057,1917,3277,2020,1828,2188,3045,1893,558,3274,1983,2004,1996,1854,2030,1999,2045
2654,1856,1492,1755,1745,2248,2440,2975,1661,1393,1540,2983,390,1691,303,2184,1774,2012,2249,2184,1784,310,2930,3081,2334,2523,3309,1856,1745,2196,1718,1774,1832,2042,2715,3006,2711,2317,1856,1626,696,1850,1983,2690,1885,1990,1969,2285,1784,1821,2176,1847,592,2493,303,220,2770,1828,2587,2867,1859,1775,2665,3188,2984,696,1772,405,1857,1712,1705,2630,2251,2590,1676,2586,2743,1789,2149,3107,2785,2157,1880,2712,2261,1560,2363,1539,651,1793,2697,2201,2012,0,3060,737,3046,2269,1809,2236,737,1393,3003,2157,1814,1800,1656,2947,1491,2607,3046,2269,1885,1828,1823,1563,2277,333,2945,3194,1983,2879,1885,2697,2756,1990,2740,1885,2188,1767,1814,1971,1810,2455,1695,2700,2051,646,1885,570,2135,1819,2051,1783,1569,347,1823,3278,1771,1767,2807,1996,2042,1777,2378,2286,1778,2958,495,2042,1849,3143,1846,1643,1875,2806,3001
2748,2042,1584,1847,1831,2335,2590,3216,1737,1490,1632,3315,391,1783,338,2278,1866,2088,2305,2278,1866,345,3255,2929,2353,2617,3078,2042,1837,2290,1800,1866,2018,2136,2875,3394,2871,2411,2042,1709,693,1875,2007,2780,1971,2017,1996,2304,1880,1913,2195,2033,589,2654,338,255,2930,1914,2750,3255,1885,1870,2825,3028,3375,693,1864,405,1916,1804,1791,2711,2324,2745,1862,2748,2835,1876,2205,2955,2952,2213,2066,2783,2352,1628,2316,1563,651,1979,2545,2292,2036,3060,0,734,3437,2288,1901,2255,734,1490,2837,2213,1838,1886,1842,3068,1677,2770,3415,2288,1971,1914,1849,1655,2436,333,3186,3043,2007,3266,1971,2540,2916,2014,2913,1971,2279,1853,1838,2047,1902,2539,1787,2771,2145,646,1971,570,2226,1850,2145,1875,1666,344,1849,3050,1862,1950,2967,2053,2136,1852,2553,2342,1805,2769,495,2136,1940,2991,1942,1729,1961,2966,3322
743,569,521,590,528,740,746,746,593,415,490,718,153,590,283,765,590,622,623,765,593,290,743,614,746,750,746,569,590,698,554,590,563,739,705,747,732,747,569,555,3225,718,740,687,593,493,472,746,573,590,738,569,2963,653,283,229,743,552,706,702,538,573,743,730,740,2939,544,439,539,590,568,709,743,746,554,662,743,573,623,664,740,623,593,709,740,563,576,533,570,569,531,655,739,737,734,0,743,746,590,708,3323,417,664,623,562,585,552,746,391,696,743,746,593,552,518,511,545,128,746,746,740,667,593,585,696,739,743,593,737,593,562,617,589,748,520,709,748,1778,593,1621,652,648,748,564,398,140,518,737,599,480,743,600,739,593,649,746,559,570,366,739,562,623,597,531,593,743,743
2757,2042,1584,1847,1831,2344,2599,3225,1737,1490,1632,3324,391,1783,338,2287,1866,2088,2314,2287,1866,345,3264,2929,2362,2626,3087,2042,1837,2276,1800,1866,2018,2145,2884,3403,2880,2420,2042,1709,702,1884,2016,2789,1971,2026,2005,2313,1872,1913,2204,2033,598,2663,338,255,2939,1914,2759,3264,1871,1862,2834,3037,3384,702,1864,405,1925,1804,1791,2697,2333,2754,1862,2757,2844,1876,2214,2964,2961,2222,2066,2769,2361,1628,2325,1563,651,1979,2554,2301,2045,3046,3437,743,0,2297,1901,2264,743,1490,2846,2222,1838,1886,1842,3077,1677,2756,3424,2297,1971,1914,1849,1655,2436,333,3195,3052,2016,3275,1971,2549,2902,2023,2922,1971,2288,1853,1838,2047,1902,2548,1787,2757,2154,646,1971,556,2235,1859,2154,1875,1666,344,1849,3036,1862,1950,2976,2062,2145,1852,2553,2351,1805,2778,495,2145,1940,3000,1942,1729,1961,2975,3331
2318,1791,1501,1770,1675,2534,2798,2220,1597,1456,1542,2236,400,1696,321,1986,1792,2034,2625,1986,1724,328,2215,2167,2682,2213,2300,1791,1753,1974,1733,1792,1767,2251,2123,2295,2140,2265,1791,1626,705,2007,2192,2098,1815,2538,2517,3347,1783,1826,3238,1784,601,2001,321,225,2178,1758,2268,2152,1738,1783,2082,2226,2235,705,1777,386,2405,1746,1639,2209,2543,2401,1647,2011,2292,1746,2509,2140,2194,2697,1815,2256,2574,1530,2169,1765,628,1730,2001,2151,2195,2269,2288,746,2297,0,1824,2588,746,1486,2024,2705,2014,1730,1591,2299,1428,2260,2296,3288,1815,1758,1718,1623,1913,363,2190,2292,2192,2130,1815,2120,2146,2221,2211,1815,2498,1765,2014,1993,1825,2281,1655,2243,2260,648,1815,558,2491,2009,2260,1788,1674,377,1718,2249,1765,1699,2229,2433,2251,1751,2124,2800,1978,2046,505,2251,1784,2176,1843,1590,1792,2214,2297
2156,2709,2642,3006,2683,1781,1830,1899,2500,1894,2848,1879,392,3010,368,2214,3121,2262,1687,2214,2703,384,1810,1973,1690,2114,1910,2699,3025,2198,3001,2990,2657,2038,1801,1899,1783,2368,2709,2978,550,1742,1935,1714,2813,1607,1606,1836,2689,3221,1815,2702,447,1593,368,281,1823,2746,1855,1755,1789,2706,1726,1840,1842,549,2845,339,1478,2936,2547,1935,1776,2093,2391,1851,2105,2702,1710,1772,1860,1732,2733,1973,1782,2703,1703,1851,621,2632,1739,2422,1938,1809,1901,590,1901,1824,0,1630,590,1848,1678,1732,2119,2693,2507,1987,2259,1855,1901,1810,2780,2746,1847,2928,2201,389,1899,1903,1935,1734,2768,1691,1838,1916,1887,2823,1721,2582,2074,2212,3037,2226,3024,1962,2047,654,2823,652,1700,1765,2047,3160,1739,400,1847,1870,2611,2596,1884,1576,2038,2673,1696,1646,2038,1769,538,2038,2679,1973,2964,2584,2735,1859,1900
2232,1662,1349,1576,1546,2682,2813,2188,1498,1360,1392,2203,361,1502,307,1981,1625,1862,2415,1973,1595,315,2173,2169,3288,2196,2267,1662,1575,1960,1539,1625,1638,2058,2111,2243,2110,2059,1662,1431,667,1863,1999,2086,1686,2225,2204,2641,1595,1632,2584,1662,563,1957,307,223,2198,1629,2208,2119,1609,1586,2106,2190,2202,667,1583,356,2092,1552,1510,2083,2646,2314,1518,2027,2257,1591,2215,2107,2211,2392,1686,2113,2722,1359,2042,1610,648,1601,1903,1973,2002,2236,2255,708,2264,2588,1630,0,708,1398,1991,2392,1859,1601,1493,2287,1297,2204,2264,2625,1686,1629,1589,1439,1844,309,2158,2256,1999,2097,1686,2079,2179,2028,2164,1686,2646,1633,1859,1821,1631,2170,1506,2128,2067,601,1686,558,2723,1779,2067,1594,1586,323,1589,2216,1634,1570,2237,2203,2058,1622,2227,2467,1823,2020,476,2058,1655,2181,1626,1489,1686,2202,2263
743,569,521,590,528,740,746,746,593,415,490,718,153,590,283,765,590,622,623,765,593,290,743,614,746,750,746,569,590,698,554,590,563,739,705,747,732,747,569,555,3200,718,740,687,593,493,472,746,573,590,738,569,2938,653,283,229,743,552,706,702,538,573,743,730,740,2914,544,439,539,590,568,709,743,746,554,662,743,573,623,664,740,623,593,709,740,563,576,533,570,569,531,655,739,737,734,3323,743,746,590,708,0,417,664,623,562,585,552,746,391,696,743,746,593,552,518,511,545,128,746,746,740,667,593,585,696,739,743,593,737,593,562,617,589,748,520,709,748,1778,593,1621,652,648,748,564,398,140,518,737,599,480,743,600,739,593,649,746,559,570,366,739,562,623,597,531,593,743,743
1632,2018,1752,1794,1920,1650,1527,1491,1787,3010,1603,1468,366,1721,295,1761,1844,1792,1393,1761,1961,302,1396,1541,1432,1632,1499,2018,1819,1801,1721,1984,2018,1880,1476,1482,1416,1853,2018,1669,405,1499,1690,1287,2056,1396,1396,1498,1751,1851,1443,2015,376,1237,295,273,1464,1999,1474,1338,1437,1742,1369,1430,1454,376,1656,348,1224,1826,1867,1693,1629,1618,1882,1460,1607,1920,1435,1420,1485,1419,1977,1651,1664,1555,1366,1540,621,1981,1366,1836,1745,1393,1490,417,1490,1486,1848,1398,417,0,1304,1419,1732,1928,1816,1585,1771,1513,1490,1491,2056,1999,1430,1666,1561,534,1466,1492,1690,1394,2024,1373,1489,1745,1493,2056,1590,1902,1689,1745,1826,1584,1729,1632,1863,546,2104,428,1560,1539,1863,1790,2670,472,1430,1479,1925,1906,1506,1271,1880,1992,1272,1368,1656,1420,450,1880,1993,1541,1863,1837,2033,1471,1490
2510,1638,1361,1624,1646,2022,2195,2850,1470,1304,1409,2824,376,1560,288,2043,1643,1782,2003,2043,1640,295,2730,2946,2089,2380,3104,1638,1614,2031,1575,1643,1614,1901,2558,2806,2493,2176,1638,1486,623,1709,1842,2472,1741,1788,1767,2040,1561,1690,1931,1629,519,2275,288,205,2552,1684,2370,2668,1732,1552,2447,3054,2784,623,1670,310,1612,1581,1569,2466,2036,2429,1458,2368,2599,1645,1904,3248,2567,1912,1662,2464,2035,1448,2238,1434,509,1582,2573,1974,1871,3003,2837,664,2846,2024,1678,1991,664,1304,0,1912,1664,1656,1484,2784,1273,2366,2846,2024,1741,1684,1710,1438,2057,318,2820,3069,1842,2679,1741,2489,2515,1849,2522,1741,1962,1623,1664,1741,1679,2230,1614,2452,1910,563,1741,474,1988,1677,1910,1652,1480,332,1710,3071,1560,1627,2589,1753,1901,1639,2197,2041,1628,3062,453,1901,1631,3018,1715,1540,1731,2588,2764
2150,1744,1489,1678,1628,2339,2631,2146,1553,1371,1494,2124,371,1604,306,1795,1727,1934,3202,1795,1707,322,2131,2285,2448,2044,2188,1744,1661,1825,1644,1727,1720,1984,2039,2204,2039,2037,1744,1537,582,1956,2071,1987,1768,3204,3183,2744,1678,1734,2635,1737,478,1864,306,231,2066,1711,2177,2107,1686,1669,1970,2117,2160,582,1685,356,2988,1654,1589,2085,2348,2269,1600,1958,2181,1631,3204,2028,2082,3392,1768,2127,2379,1441,2342,1717,663,1683,2237,2069,2074,2157,2213,623,2222,2705,1732,2392,623,1419,1912,0,2079,1683,1544,2224,1359,2169,2221,2711,1768,1711,1666,1512,1987,357,2116,2180,2071,2085,1736,2483,2072,2100,2064,1768,2308,1715,2079,1893,1733,2107,1608,2125,1993,631,1768,665,2296,1835,1993,1663,1593,372,1666,2137,1716,1652,2117,3115,1984,1704,2012,3252,2043,1934,501,1984,1715,2294,1679,1540,1768,2102,2222
